Number,Sector Length (m),Sector Radius (m),Total Length (m),Rotation (deg),Mirrored,Closed
309,5.92387732233556,1790.09679608932,0,0,0,0
310,5.0597862048453,118.154149065859,0,0,0,0
311,6.08780587986257,13.4338889830381,0,0,0,0
312,5.03881108146174,95.3543880075237,0,0,0,0
313,5.87119538198067,11459092.7314877,0,0,0,0
314,5.87119488879989,129.798926393978,0,0,0,0
315,5.00812859960297,16.4778146087222,0,0,0,0
316,6.70545492357041,22.6279721826546,0,0,0,0
317,4.58515568158236,570.244506563029,0,0,0,0
318,5.31404295234256,34.2887410261933,0,0,0,0
319,6.08779323907152,37.5960722599485,0,0,0,0
320,5.31387485112236,42.176666942231,0,0,0,0
321,4.89723324575971,53.2789471150614,0,0,0,0
322,5.35348850545279,77.2908574505808,0,0,0,0
323,4.91489496368604,9.29502423739792,0,0,0,0
324,5.31678344355032,33.788073084759,0,0,0,0
325,5.77983448835357,45.3144893985231,0,0,0,0
326,5.94920298721377,14.1709121190174,0,0,0,0
327,4.84677894042807,40.5874215634043,0,0,0,0
328,5.30437946272104,161.165533200176,0,0,0,0
329,6.14768840661759,24.515735974996,0,0,0,0
330,5.07652360756583,40.1582370811917,0,0,0,0
331,5.47230299359808,17.6695141485489,0,0,0,0
332,5.72835614946052,42.2253172892884,0,0,0,0
333,5.75943243734446,374.555247204701,0,0,0,0
334,5.86458867819647,14.0030055236107,0,0,0,0
335,5.57510353308885,18.7698661266241,0,0,0,0
336,5.26399685521801,7.32715182166908,0,0,0,0
337,5.59332304180316,11.9340676172041,0,0,0,0
338,5.62654383379436,8975820.66701179,0,0,0,0
339,5.62654071270595,15.7670446298975,0,0,0,0
340,4.82772340698557,35.9413713445359,0,0,0,0
341,6.36607859272362,233.47008792525,0,0,0,0
342,5.15239445264137,179.84475357018,0,0,0,0
343,5.91566863294179,25.4474554028598,0,0,0,0
344,5.87118369237055,95.3574096926448,0,0,0,0
345,5.03880134663905,13.0246062520882,0,0,0,0
346,5.36279546259652,47.4594463273364,0,0,0,0
347,5.00072863573791,25.8258027789601,0,0,0,0
348,5.61866440316976,41.8903027266409,0,0,0,0
349,5.42442995806528,14.2758070160923,0,0,0,0
350,5.68445968518699,31.0729210436712,0,0,0,0
351,4.84673782197342,19.2624137565465,0,0,0,0
352,5.26397249835532,18.9481580486846,0,0,0,0
353,5.45276953578241,15.4203584965065,0,0,0,0
354,4.91485731767966,14.1654999601219,0,0,0,0
355,5.14815943274971,31.3312402650549,0,0,0,0
356,4.78198680213541,21.083202809181,0,0,0,0
357,5.31383658292907,42.1767763834217,0,0,0,0
358,4.89720707225661,11.7149712669589,0,0,0,0
359,5.31396344562791,26.514704934049,0,0,0,0
360,5.47222719897763,27.8660436879246,0,0,0,0
361,5.38248864374737,12.5190524909117,0,0,0,0
362,4.51985192513621,22.2121692567303,0,0,0,0
363,5.45276612507996,46.8826972518392,0,0,0,0
364,5.60169329326118,17367.7600473929,0,0,0,0
365,5.25833551353503,23.6698457749588,0,0,0,0
366,5.99830722233878,22.9553490703089,0,0,0,0
367,5.15046265765591,63.5391457906245,0,0,0,0
368,5.87117595783434,32.4701710094304,0,0,0,0
369,5.32436174821714,44.9257907263353,0,0,0,0
370,5.03878975534712,82.5734116530488,0,0,0,0
371,5.68103443078189,16.927011942961,0,0,0,0
372,5.4830367349939,69.9188932787922,0,0,0,0
373,6.12544261554353,29.4802753261694,0,0,0,0
374,5.8872275488518,1119705933.93861,0,0,0,0
375,5.55398821534891,58.4851608714855,0,0,0,0
376,5.91566806426476,1006.19735474965,0,0,0,0
377,6.3660759942909,233.475022540189,0,0,0,0
378,5.15239312711401,46.315105035653,0,0,0,0
379,6.77586695907985,5826415232.94938,0,0,0,0
380,5.55398940349141,15.0645147652833,0,0,0,0
381,5.34880835692593,54.5480788637263,0,0,0,0
382,5.71768495420611,54.5480788637263,0,0,0,0
